Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,chro,domain
5675,Tb427_070025000,-0.04634810391747782,6.449186441418156,0.4152586395069749,NF-X1 type zinc finger/R3H domain containing protein  putative,Chr7_core_Tb427v10,RING_Ubox superfamily; NF-X1-zinc-finger; NF-X1-zinc-finger; R3H; NF-X1-zinc-finger; NF-X1-zinc-finger; NF-X1-zinc-finger superfamily; NF-X1-zinc-finger superfamily
5676,Tb427_110119800,-0.04623072414675975,6.073648477402563,0.3130778830583012,Glycosyl transferase family 4  putative,Chr11_core_Tb427v10,GT_GPT_euk
5677,Tb427_110122900,-0.04613255515842279,7.0367980955068266,0.4054522113360481,VHS domain containing protein  putative,Chr11_core_Tb427v10,VHS
5678,Tb427_110022400,-0.04611708082266695,6.119074905409012,0.4019508717916429,hypothetical protein  conserved,Chr11_core_Tb427v10,S1_like superfamily
5679,Tb427_100098600,-0.04607543590286413,6.620468816604969,0.3309426926286205,FAD dependent oxidoreductase/NAD(P)-binding Rossmann-like domain containing protein  putative,Chr10_core_Tb427v10,DAO
5680,Tb427_100102700,-0.0458417722270292,5.712703694140202,0.4244218756854069,WD domain  G-beta repeat  putative,Chr10_core_Tb427v10,WD40; WD40 superfamily
5681,Tb427_010005200,-0.0456885015500306,0.1580797502068837,0.8845791762699383,Trypanosome variant surface glycoprotein C-terminal domain containing protein  putative,Chr1_core_Tb427v10,Trypan_glycop_C
5682,Tb427_110135400,-0.04549856209455246,7.364225576889898,0.4204800979016037,IQ calmodulin-binding motif containing protein  putative,Chr11_core_Tb427v10,COG5022 superfamily
5683,Tb427_050026900,-0.045056846786542384,5.989118582904855,0.5374785825757611,Lysine methyltransferase  putative,Chr5_core_Tb427v10,AdoMet_MTases superfamily
5684,Tb427_090038500,-0.04504256739201713,5.006919378645726,0.5900074600358456,hypothetical protein  conserved,Chr9_core_Tb427v10,
5685,Tb427_030026600,-0.04468535541455482,8.791110583952499,0.5019444768525674,DEAD/DEAH box helicase/Type III restriction enzyme  res subunit/Helicase conserved C-terminal domain containing protein  putative,Chr3_core_Tb427v10,DEXHc_DDX60; Dob10 superfamily
5686,Tb427_080059500,-0.04456556252555593,6.250608055191872,0.4138075949326138,hypothetical protein  conserved,Chr8_core_Tb427v10,
5687,Tb427_000783700,-0.044525864434689234,3.9355783889612512,0.7495636798218545,Retrotransposon hot spot protein  putative,unitig_2495_Tb427v10,RHSP superfamily
5688,Tb427_030020800,-0.044350849882309536,5.843973122619468,0.3826015413731388,NLI interacting factor-like phosphatase  putative,Chr3_core_Tb427v10,NIF
5689,Tb427_110111000,-0.04426093786392304,6.892772482830403,0.5047672519416367,Proteasome subunit  putative,Chr11_core_Tb427v10,Ntn_hydrolase superfamily
5690,Tb427_100062100,-0.04400399397857551,4.97577269679875,0.5859271925183249,hypothetical protein  conserved,Chr10_core_Tb427v10,
5691,Tb427_050045400,-0.04397351844977882,6.438464429443438,0.3313037508715175,hypothetical protein  conserved,Chr5_core_Tb427v10,PLN03185 superfamily
5692,Tb427_100040200,-0.043590163864012314,6.800898768851495,0.4050096864817239,Ribosomal protein L11 methyltransferase (PrmA)/Methyltransferase small domain/Methyltransferase domain containing protein  putative,Chr10_core_Tb427v10,Methyltransf_25
5693,Tb427_010010000,-0.04354659524574834,4.9445604076434435,0.555555306981099,hypothetical protein  conserved,Chr1_core_Tb427v10,
5694,Tb427_090089600,-0.0434757568411183,6.435348957746317,0.4298544933838355,hypothetical protein  conserved,Chr9_core_Tb427v10,NDUFA9_like_SDR_a
5695,Tb427_110095700,-0.04315640753039792,5.791961059894828,0.4575483102773853,GRIM-19 protein  putative,Chr11_core_Tb427v10,GRIM-19
5696,Tb427_050027900,-0.0427100429935692,6.7637891013921925,0.3839631738200305,hypothetical protein  conserved,Chr5_core_Tb427v10,
5697,Tb427_110022300,-0.042099785083819834,5.57897997684327,0.4250610492140799,JmjC domain  hydroxylase  putative,Chr11_core_Tb427v10,JmjC
5698,Tb427_050048300,-0.041972031387051724,6.618448134487766,0.4005271428368076,hypothetical protein  conserved,Chr5_core_Tb427v10,
5699,Tb427_100074600,-0.041963411037745216,2.6819463176221374,0.8025951847705609,unspecified product,Chr10_core_Tb427v10,
5700,Tb427_100162600,-0.04183382889774979,7.588026949528209,0.4906042102664244,Microtubule binding/Kinesin motor domain containing protein  putative,Chr10_core_Tb427v10,KISc
5701,Tb427_090072000,-0.041819403770195565,6.394179771030075,0.4162488897974422,Protein kinase domain/Protein tyrosine kinase  putative,Chr9_core_Tb427v10,PKc_like superfamily
5702,Tb427_090018700,-0.0414501860757801,6.0800492910990185,0.35565199652917884,hypothetical protein  conserved,Chr9_core_Tb427v10,
5703,Tb427_050030600,-0.0414379443017139,6.9534612901002415,0.4521113209768817,MatE  putative,Chr5_core_Tb427v10,MATE_like superfamily
5704,Tb427_020019100,-0.0414307932962122,6.882664828656969,0.4947971528837953,hypothetical protein  conserved,Chr2_core_Tb427v10,
5705,Tb427_100152800,-0.041179167905816966,4.7443565586932435,0.6368056974979952,hypothetical protein  conserved,Chr10_core_Tb427v10,
5706,Tb427_110187100,-0.04117515020894928,8.605065193308143,0.5526556200247822,Pyridine nucleotide-disulphide oxidoreductase/FAD binding domain/FAD dependent oxidoreductase/Glucose inhibited division protein A/NAD(P)-binding Rossmann-like domain/Pyridine nucleotide-disulphide oxidoreductase  dimerisation domain containing protein  putative,Chr11_core_Tb427v10,Pyr_redox_2 superfamily
5707,Tb427_080079600,-0.041084801832229234,5.8137871499477125,0.43590519400296296,Pyridine nucleotide-disulphide oxidoreductase/FAD dependent oxidoreductase/Glucose inhibited division protein A/Pyridine nucleotide-disulphide oxidoreductase  dimerisation domain containing protein  putative,Chr8_core_Tb427v10,Lpd
5708,Tb427_070043300,-0.041006418033201306,6.019840878473638,0.3946069914417765,FYVE zinc finger/Ras of Complex  Roc  domain of DAPkinase/Ras family  putative,Chr7_core_Tb427v10,FYVE; Gem1; F-box-like
5709,Tb427_110006000,-0.0408810650574778,6.487584568505405,0.3905808467376585,hypothetical protein  conserved,Chr11_core_Tb427v10,
5710,Tb427_110131700,-0.040855041318809286,6.273166136262928,0.38817503484023097,hypothetical protein  conserved,Chr11_core_Tb427v10,HDc superfamily
5711,Tb427_100041600,-0.04072882241774825,5.160079527846911,0.5327724634460349,CBS domain containing protein  putative,Chr10_core_Tb427v10,CBS_pair_SF superfamily; CBS_pair_SF superfamily
5712,Tb427_070026700,-0.04070172492693221,5.816486093764762,0.5143731144826151,hypothetical protein  conserved,Chr7_core_Tb427v10,
5713,Tb427_040009900,-0.04032217137128915,8.090309957838802,0.5219319759772671,Domain of unknown function (DUF3385)/FAT domain/FKBP12-rapamycin binding domain/Phosphatidylinositol 3- and 4-kinase/FATC domain containing protein  putative,Chr4_core_Tb427v10,PIKKc_TOR; TEL1 superfamily; FAT; DUF3385; FATC; PDZ superfamily; COG3975 superfamily
5714,Tb427_100035000,-0.04022296457705379,7.235394424703762,0.5041917123939562,hypothetical protein  conserved,Chr10_core_Tb427v10,CBP110
5715,Tb427_050031100,-0.0401594122828752,5.435957449395949,0.4746968196703663,hypothetical protein  conserved,Chr5_core_Tb427v10,COG1340 superfamily
5716,Tb427_090068800,-0.04000662657692042,6.27603744038442,0.3878612776974815,Rad4 transglutaminase-like domain/Rad4 beta-hairpin domain 1/Rad4 beta-hairpin domain 3  putative,Chr9_core_Tb427v10,rad4 superfamily
5717,Tb427_060050200,-0.03980950452659944,6.062355072337527,0.4156296282499258,hypothetical protein  conserved,Chr6_core_Tb427v10,
5718,Tb427_100034500,-0.039806311449837456,7.212161447780798,0.5199321031528865,hypothetical protein  conserved,Chr10_core_Tb427v10,CBP110
5719,Tb427_070082100,-0.03964057259182628,6.719537937802718,0.4975039189193948,NGP1NT (NUC091) domain/Ferrous iron transport protein B/50S ribosome-binding GTPase  putative,Chr7_core_Tb427v10,NGP_1; NGP1NT; P-loop_NTPase superfamily
5720,Tb427_070030200,-0.039502298267617315,7.346871155612643,0.4905314903575588,hypothetical protein  conserved,Chr7_core_Tb427v10,
5721,Tb427_090008500,-0.038903132526521216,7.9170848206603965,0.5014949837833209,Zn-finger in Ran binding protein and others/SPRY domain/HECT-domain (ubiquitin-transferase)  putative,Chr9_core_Tb427v10,HECT; SPRY; SPRY superfamily; zf-RanBP
5722,Tb427_070022500,-0.03842512330788606,4.940152243996698,0.6402919920227256,hypothetical protein  conserved,Chr7_core_Tb427v10,
5723,Tb427_030007500,-0.03828257617020498,6.6883695114144,0.4776533703870456,Proteasome subunit A N-terminal signature/Proteasome subunit  putative,Chr3_core_Tb427v10,proteasome_alpha_type_3
5724,Tb427_020031200,-0.03797266818173292,7.326423002393144,0.5723825802115141,hypothetical protein  conserved,Chr2_core_Tb427v10,
5725,Tb427_110073400,-0.03796347691986213,7.264750699895215,0.4824104382686267,Domain of unknown function(DUF2779)  putative,Chr11_core_Tb427v10,DUF2779
5726,Tb427_070063300,-0.037772107637136836,6.8858933255893575,0.5061313224787293,hypothetical protein  conserved,Chr7_core_Tb427v10,
5727,Tb427_050011900,-0.03761508676073146,7.054013749177913,0.4835246026873437,hypothetical protein  conserved,Chr5_core_Tb427v10,
5728,Tb427_110108600,-0.03754183731302528,6.045129570695153,0.5434416856057346,short chain dehydrogenase/Enoyl-(Acyl carrier protein) reductase  putative,Chr11_core_Tb427v10,NADB_Rossmann superfamily
5729,Tb427_100132100,-0.037293473837553145,6.5015272841440925,0.4449594733741811,hypothetical protein  conserved,Chr10_core_Tb427v10,
5730,Tb427_040042800,-0.037250432602506316,4.8398102904483755,0.6388428804060572,Transmembrane amino acid transporter protein  putative,Chr4_core_Tb427v10,SLC5-6-like_sbd superfamily
5731,Tb427_030023800,-0.0371969079369796,5.652111997390957,0.5516381826426097,Pex2 / Pex12 amino terminal region/Zinc finger  C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/Prokaryotic RING finger family 4  putative,Chr3_core_Tb427v10,Pex2_Pex12; RING-HC_PEX10
5732,Tb427_080078300,-0.03715052271680512,6.8103504233601715,0.4369724285807262,Region in Clathrin and VPS/Zinc-finger containing protein  putative,Chr8_core_Tb427v10,RING-H2_Vps11; Clathrin
5733,Tb427_070037800,-0.0370600045302255,5.839933935378939,0.5563499453010731,hypothetical protein  conserved,Chr7_core_Tb427v10,
5734,Tb427_080057300,-0.03705888342453791,7.891745714237312,0.5303996679400251,hypothetical protein  conserved,Chr8_core_Tb427v10,
5735,Tb427_110053300,-0.036986516907692134,8.58991798200028,0.5563499453010731,Ribosomal protein L22p/L17e  putative,Chr11_core_Tb427v10,PTZ00178
5736,Tb427_060033900,-0.03667325058250655,7.157668035635388,0.59899746714362,Microtubule binding/Kinesin motor domain containing protein  putative,Chr6_core_Tb427v10,KISc superfamily; PH_PLC_plant-like; PTZ00121 superfamily
5737,Tb427_030056500,-0.03667199249921592,5.5263795388584915,0.6753835905344472,hypothetical protein  conserved,Chr3_core_Tb427v10,
5738,Tb427_010015200,-0.03661695190235666,7.043387307987362,0.5104154608062033,DnaJ domain containing protein  putative,Chr1_core_Tb427v10,ZUO1 superfamily
5739,Tb427_110032000,-0.03656704989550533,5.725669635136608,0.450680046687885,CDC45-like protein  putative,Chr11_core_Tb427v10,CDC45
5740,Tb427_110059100,-0.03641534620059291,6.803407869349997,0.4759649532322905,SRP54-type protein  helical bundle domain/SRP54-type protein  GTPase domain/CobW/HypB/UreG  nucleotide-binding domain/Signal peptide binding domain containing protein  putative,Chr11_core_Tb427v10,SRP54_euk superfamily
5741,Tb427_100051300,-0.036354004029752376,6.104451296343638,0.4731473706016157,Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Ankyrin repeat  putative,Chr10_core_Tb427v10,PHA03095 superfamily; PRK14160 superfamily
5742,Tb427_110051800,-0.03609197160450134,7.102641192257085,0.4865647821517616,Exonuclease/DNA polymerase family A  putative,Chr11_core_Tb427v10,DEDDh; DNA_pol_A; PRK05755 superfamily
5743,Tb427_110161900,-0.036039524799586484,5.71264252500526,0.5084499261878006,hypothetical protein  conserved,Chr11_core_Tb427v10,
5744,Tb427_100131600,-0.0360081204780572,4.558075775454163,0.7939111075776815,Got1/Sft2-like family  putative,Chr10_core_Tb427v10,Got1 superfamily
5745,Tb427_030022900,-0.03599372772238097,5.7340776274397385,0.5304834028421214,PCI domain containing protein  putative,Chr3_core_Tb427v10,PCI
5746,Tb427_100057500,-0.035863392183339886,8.8568770315461,0.6524641485609906,Ribosomal protein S13/S18  putative,Chr10_core_Tb427v10,PTZ00134
5747,Tb427_100068200,-0.03576705201891522,5.294280977482523,0.5587056009884186,Zinc finger  C3HC4 type (RING finger)/Ring finger domain/RING-type zinc-finger/zinc-RING finger domain/Prokaryotic RING finger family 4  putative,Chr10_core_Tb427v10,RING-HC_AtRMA_like
5748,Tb427_080029700,-0.03553868663179139,6.452404287980388,0.4411294348438199,Metallo-beta-lactamase superfamily  putative,Chr8_core_Tb427v10,metallo-hydrolase-like_MBL-fold superfamily
5749,Tb427_090028700,-0.03550743503357198,5.485199209399411,0.500068483951543,HMG-box domain containing protein  putative,Chr9_core_Tb427v10,
5750,Tb427_090051200,-0.03538420394784185,5.9299313031950325,0.6260340241293956,Putative methyltransferase  putative,Chr9_core_Tb427v10,AdoMet_MTases superfamily
5751,Tb427_030019600,-0.035334288493820365,6.0322900071250825,0.6568420986815983,Tetratricopeptide repeat  putative,Chr3_core_Tb427v10,TPR
5752,Tb427_110054400,-0.0352494964543417,5.450583743788979,0.589345988495024,Phosducin  putative,Chr11_core_Tb427v10,Thioredoxin_like superfamily
5753,Tb427_110076000,-0.03513792472852518,5.951768129479324,0.5307538806391002,Iguana/Dzip1-like DAZ-interacting protein N-terminal  putative,Chr11_core_Tb427v10,
5754,Tb427_100079800,-0.03495921512962602,5.974149174056463,0.537593447801164,hypothetical protein  conserved,Chr10_core_Tb427v10,
5755,Tb427_040010100,-0.03493500209653873,5.287434229542204,0.7068771313188831,NLI interacting factor-like phosphatase  putative,Chr4_core_Tb427v10,NIF
5756,Tb427_020012000,-0.034876253598386066,5.436520226476961,0.5475021775822635,hypothetical protein  conserved,Chr2_core_Tb427v10,
5757,Tb427_070061300,-0.03481884253654058,6.772865037113956,0.4962712103869424,Glutamine amidotransferase domain/SIS domain containing protein  putative,Chr7_core_Tb427v10,PTZ00394
5758,Tb427_090024500,-0.03478821463116842,7.379460040836463,0.6899923585981774,AMP-binding enzyme  putative,Chr9_core_Tb427v10,PTZ00216
5759,Tb427_070057800,-0.0347762640987563,7.8190746387782255,0.584366884455852,Putative Phosphatase/Protein of unknown function DUF89  putative,Chr7_core_Tb427v10,DUF89; HAD_like superfamily
5760,Tb427_050045700,-0.034754488280243155,7.354229715608903,0.5566713161595961,Galactose oxidase  central domain/Kelch motif/Domain of unknown function (DUF4110)  putative,Chr5_core_Tb427v10,DUF4110; Kelch_4; Kelch_5; Kelch_3; Kelch_3
5761,Tb427_110082500,-0.03472376321024507,7.507430815202197,0.5685455090812246,hypothetical protein  conserved,Chr11_core_Tb427v10,
5762,Tb427_100063400,-0.0346005311381703,6.169658120244399,0.5804726546297004,Protein kinase domain/Protein tyrosine kinase/PH domain containing protein  putative,Chr10_core_Tb427v10,PTZ00283
5763,Tb427_010013200,-0.034510978875481435,7.642300106381994,0.5525653315023348,hypothetical protein  conserved,Chr1_core_Tb427v10,
5764,Tb427_040024900,-0.034276152993602864,5.794141400500608,0.4696272577890035,hypothetical protein  conserved,Chr4_core_Tb427v10,
5765,Tb427_090028200,-0.03416251099255403,6.105094706933625,0.5114137722700779,Presenilin  putative,Chr9_core_Tb427v10,Presenilin
5766,Tb427_100140300,-0.0341411679020356,5.660940245007873,0.499670567391784,RNA polymerase Rpb5  N-terminal domain/RNA polymerase Rpb5  C-terminal domain containing protein  putative,Chr10_core_Tb427v10,RNA_pol_Rpb5_N superfamily
5767,Tb427_100145600,-0.03414005383845844,5.905196259047723,0.4611845514123148,hypothetical protein  conserved,Chr10_core_Tb427v10,
5768,Tb427_110030900,-0.033728858010873664,7.398466776813133,0.5644946824855476,hypothetical protein  conserved,Chr11_core_Tb427v10,PRK03427 superfamily
5769,Tb427_100016400,-0.033725540431696385,5.785108680397125,0.5218755040392855,hypothetical protein  conserved,Chr10_core_Tb427v10,SH3 superfamily
5770,Tb427_060011800,-0.033286796025483324,6.139718529336793,0.457360392675675,Glutathione S-transferase  N-terminal domain containing protein  putative,Chr6_core_Tb427v10,GstA
5771,Tb427_030055800,-0.033193068881107415,6.197241908434125,0.4502790236584625,Rad51  putative,Chr3_core_Tb427v10,XRCC3
5772,Tb427_090049500,-0.03312690564211805,6.097408689277947,0.5563499453010731,hypothetical protein  conserved,Chr9_core_Tb427v10,
5773,Tb427_070010700,-0.03307163442447842,6.405578329865786,0.5143430671495388,hypothetical protein  conserved,Chr7_core_Tb427v10,PPP1R42
5774,Tb427_100052600,-0.03291239496631153,6.988325112011232,0.5260676989209073,hypothetical protein  conserved,Chr10_core_Tb427v10,Restriction_endonuclease_like superfamily
5775,Tb427_100096800,-0.0328738590487373,5.9875808254473535,0.6056662819313537,hypothetical protein  conserved,Chr10_core_Tb427v10,valS superfamily
5776,Tb427_110185700,-0.03274733377018497,5.624089951841736,0.5563499453010731,3' exoribonuclease family  domain 1/3' exoribonuclease family  domain 2  putative,Chr11_core_Tb427v10,RNase_PH superfamily
5777,Tb427_030027000,-0.03270299183262455,5.281326572469512,0.5832176887844198,hypothetical protein  conserved,Chr3_core_Tb427v10,
5778,Tb427_110122500,-0.032656215006538335,7.604214219447059,0.5642405707031368,Type III restriction enzyme  res subunit/SNF2 family N-terminal domain/Helicase conserved C-terminal domain containing protein  putative,Chr11_core_Tb427v10,DEXQc_SRCAP; SF2_C_SNF
5779,Tb427_080025000,-0.03257369576441218,4.938757281586841,0.7309564260821254,hypothetical protein  conserved,Chr8_core_Tb427v10,
5780,Tb427_020010900,-0.03254583298547446,6.614110929067923,0.635373452981438,hypothetical protein  conserved,Chr2_core_Tb427v10,
